gene_id,P5052_202_S48,P5052_203_S49,P5052_204_S34,P5052_205_S35,P5052_210_S51,P5052_211_S52,P5052_212_S36,P5052_213_S53,P5052_218_S55,P5052_219_S56,P5052_220_S57,P5052_221_S58,P5052_226_S59,P5052_227_S38,P5052_233_S60,P5052_234_S61,P5052_235_S62,P7553_325_S10
leptidea_sinapisG00000001964,3,0,1,0,1,1,0,0,2,0,0,0,9,11,0,0,1,1
leptidea_sinapisG00000001967,32,10,150,0,98,0,17,0,24,4,122,1,12,0,190,70,147,0
leptidea_sinapisG00000001966,0,0,0,0,3,0,0,0,6,0,6,7,0,0,4,0,8,0
leptidea_sinapisG00000011865,154,67,253,68,165,53,5,88,91,23,171,359,407,1286,570,375,226,552
leptidea_sinapisG00000011864,186,119,123,29,93,57,0,63,43,52,1214,2337,449,1317,147,112,160,424
leptidea_sinapisG00000011867,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0
leptidea_sinapisG00000011866,55,59,11,0,25,53,0,6,9,17,130,117,11,113,42,30,13,25
leptidea_sinapisG00000011861,2,0,0,0,10,9,0,4,8,6,21,110,11,54,6,4,18,3
leptidea_sinapisG00000011860,0,0,21,0,0,0,0,0,0,0,0,0,7,0,2,7,4,6
leptidea_sinapisG00000011863,27,18,21,0,6,18,34,41,26,13,46,26,95,241,47,49,34,216
leptidea_sinapisG00000011862,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,3,0
leptidea_sinapisG00000011869,0,3,13,15,28,0,75,263,13,14,3832,232,188,778,364,606,33,322
leptidea_sinapisG00000011868,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
leptidea_sinapisG00000010531,2,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
leptidea_sinapisG00000005301,72,123,6,0,235,42,0,34,56,72,179,12,90,811,50,148,131,110
leptidea_sinapisG00000002564,2,0,0,0,0,0,0,0,0,0,0,0,3,15,3,2,4,7
leptidea_sinapisG00000005303,13,4,18,0,3,0,0,0,8,0,50,0,7,0,219,42,110,5
leptidea_sinapisG00000005302,187,106,60,5,153,52,11,73,31,48,137,174,287,420,61,59,50,307
leptidea_sinapisG00000005305,5,3,0,0,2,7,0,0,0,6,24,11,18,0,3,2,0,14
leptidea_sinapisG00000005304,0,0,4,0,28,8,132,214,3,1,2806,586,26,728,74,171,6,49
leptidea_sinapisG00000005307,2,2,2,0,0,0,0,0,0,0,2,6,2,0,1088,3262,2382,3
leptidea_sinapisG00000005306,8,9,19,0,6,0,0,2,2,3,0,0,6,143,61,54,13,0
leptidea_sinapisG00000005309,0,0,21,0,0,0,0,0,0,0,8,0,2,0,4,5,8,0
leptidea_sinapisG00000005308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000523,1332,1067,1397,275,2307,1923,55,415,558,564,426,832,1928,7685,727,512,437,1779
leptidea_sinapisG00000015175,122,68,11,10,78,8,0,5,29,7,8,78,139,312,17,9,21,86
leptidea_sinapisG00000008852,21,10,11,0,8,20,0,7,6,8,16,32,16,0,15,11,4,5
leptidea_sinapisG00000008853,0,2,0,0,0,0,0,0,0,2,0,0,9,0,4,0,3,0
leptidea_sinapisG00000008850,16,8,13,0,4,0,0,0,1,0,12,0,0,0,51,0,6,0
leptidea_sinapisG00000008851,78,93,14,3,296,112,0,9,130,136,29,136,146,505,230,170,247,190
leptidea_sinapisG00000008856,81,69,48,4,139,22,0,25,61,30,74,218,182,678,44,40,63,210
leptidea_sinapisG00000000925,5,0,0,0,7,0,5,0,11,0,44,0,0,0,64,14,45,0
leptidea_sinapisG00000008854,119,102,64,48,118,21,0,58,13,15,100,249,158,374,102,64,49,180
leptidea_sinapisG00000008855,13,14,0,9,12,7,6,0,0,2,0,16,56,139,166,198,41,101
leptidea_sinapisG00000008858,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,5,0
leptidea_sinapisG00000008859,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
leptidea_sinapisG00000003413,65,56,36,1,11,14,0,4,4,19,62,91,95,371,93,50,463,81
leptidea_sinapisG00000000754,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
leptidea_sinapisG00000003547,209,155,341,11,233,122,21,128,117,74,481,772,916,1941,1087,1004,789,1263
leptidea_sinapisG00000015174,1818,1867,140,131,503,583,36,1350,299,237,1942,130,40,247,144,38,112,8
leptidea_sinapisG00000002951,59,43,32,13,41,18,16,53,20,19,108,146,241,440,78,47,67,252
leptidea_sinapisG00000011599,3,3,10,0,2,0,0,1,0,0,3,9,2,0,0,0,0,10
leptidea_sinapisG00000004601,27,7,394,0,15,0,27,0,66,0,183,0,0,0,778,241,469,0
leptidea_sinapisG00000002950,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,3,9,3
leptidea_sinapisG00000000752,128,60,342,134,77,75,40,139,33,39,195,224,392,1780,310,268,232,600
leptidea_sinapisG00000011598,6,5,0,11,2,12,0,4,0,4,6,12,2,0,7,0,15,5
leptidea_sinapisG00000003411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007592,8192,3717,192649,13888,4068,1013,1871,2599,2911,1201,1977,5634,2889,9649,10223,10345,7567,3144
leptidea_sinapisG00000005196,64,54,5,7,16,11,0,11,15,16,28,61,22,153,19,24,11,40
leptidea_sinapisG00000006228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
leptidea_sinapisG00000006745,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006539,298,282,939,180,205,145,156,562,249,122,881,543,992,2375,534,912,790,907
leptidea_sinapisG00000001218,21,15,0,0,86,0,0,0,36,43,0,0,290,686,17,0,0,229
leptidea_sinapisG00000006537,3,7,21,0,8,5,0,0,0,0,2,5,0,0,9,6,8,0
leptidea_sinapisG00000006536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006535,0,0,0,0,3,0,0,0,2,0,9,0,0,0,0,0,0,0
leptidea_sinapisG00000006534,264,237,96,29,131,101,0,121,65,53,226,422,235,909,171,64,182,154
leptidea_sinapisG00000006533,15,8,0,0,2,6,0,45,4,5,397,22,453,1101,66,150,46,72
leptidea_sinapisG00000001212,19,15,36,0,7,7,4,27,4,2,15,14,11,62,6,20,15,20
leptidea_sinapisG00000006531,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006530,0,5,0,0,2,0,0,58,0,0,214,0,2,0,0,0,0,0
leptidea_sinapisG00000002090,116,90,1084,267,183,176,319,425,173,117,323,316,4134,23480,11003,9571,3744,9502
leptidea_sinapisG00000002091,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
leptidea_sinapisG00000002540,0,0,0,0,0,21,9,42,0,22,13,4,7,371,0,13,155,4
leptidea_sinapisG00000002093,594,640,369,110,1251,576,40,316,220,489,499,817,731,2156,744,451,389,858
leptidea_sinapisG00000013258,4,3,12,0,8,4,0,0,0,6,4,5,4,0,22,20,5,2
leptidea_sinapisG00000013259,68,76,0,0,66,16,22,23,22,11,64,59,139,260,55,68,58,179
leptidea_sinapisG00000002952,6891,6353,5268,1329,8320,3618,1910,2737,6684,4124,7583,7541,9103,17905,2330,2626,3933,9854
leptidea_sinapisG00000013709,2875,1197,3113,621,1204,2057,611,1711,2262,1232,3617,2021,2735,8597,1615,1316,2347,5183
leptidea_sinapisG00000013706,26,14,45,0,13,4,0,25,4,5,39,94,56,208,33,27,28,69
leptidea_sinapisG00000002099,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
leptidea_sinapisG00000013704,40,18,306,0,22,0,129,0,26,0,229,0,0,0,365,137,228,0
leptidea_sinapisG00000013705,16,12,0,0,28,9,9,7,3,5,6,29,52,85,23,14,28,28
leptidea_sinapisG00000013250,144,56,80,10,79,35,18,18,55,34,85,140,90,233,61,76,45,87
leptidea_sinapisG00000013251,14,9,0,0,7,2,0,0,4,0,4,6,37,144,7,0,0,94
leptidea_sinapisG00000013252,29,39,23,0,95,50,0,7,62,45,0,7,68,555,96,184,1451,121
leptidea_sinapisG00000013253,47,55,62,0,40,30,0,25,20,18,45,34,106,199,109,80,501,195
leptidea_sinapisG00000011830,12,0,34,0,0,0,0,0,5,0,25,0,0,0,91,58,144,0
leptidea_sinapisG00000004870,25,24,278,58,3,12,111,232,6,5,406,56,80,282,64,59,80,92
leptidea_sinapisG00000004871,1,4,5,0,0,0,0,5,0,0,0,15,12,35,12,12,4,9
leptidea_sinapisG00000004872,67,40,0,0,83,92,0,12,28,56,33,44,36,67,11,24,26,17
leptidea_sinapisG00000004873,85,60,48,0,88,32,0,21,16,9,43,122,164,265,70,30,68,107
leptidea_sinapisG00000004874,67,67,60,23,92,41,0,108,22,13,319,216,330,830,218,225,223,309
leptidea_sinapisG00000004875,315,236,0,0,246,877,0,13,1683,593,180,0,0,224,16,11,2,0
leptidea_sinapisG00000004876,0,0,0,0,0,0,0,0,0,0,0,273,9,30,22,8,0,15
leptidea_sinapisG00000004877,0,0,9,0,4,0,0,0,7,3,4,2,23,22,71,26,44,11
leptidea_sinapisG00000004878,391,256,1160,172,390,230,45,350,255,161,427,780,818,2883,387,269,287,1194
leptidea_sinapisG00000008145,30,21,23,7,17,9,0,18,9,10,40,31,157,405,47,8,35,222
leptidea_sinapisG00000008146,0,0,0,0,0,0,7,0,0,0,5,0,0,0,18,20,28,4
leptidea_sinapisG00000008147,39,44,77,0,35,15,0,12,10,11,84,106,79,155,126,68,68,128
leptidea_sinapisG00000008140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10710,2654,7852,0
leptidea_sinapisG00000008141,2788,2151,0,0,17585,2589,0,0,5027,2689,8,2,0,0,0,0,0,0
leptidea_sinapisG00000008142,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
leptidea_sinapisG00000008143,12,23,0,0,13,23,0,3,9,5,20,26,13,53,4,8,10,8
leptidea_sinapisG00000006652,1,0,0,0,0,0,0,4,0,0,64,0,0,0,0,0,0,0
leptidea_sinapisG00000006653,499,261,230,50,232,178,45,96,233,207,179,2923,61,1500,529,670,142,11
leptidea_sinapisG00000006650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006651,247,210,455,107,171,162,7,194,62,54,499,649,547,1687,302,368,384,484
leptidea_sinapisG00000006656,143,104,57,8,112,43,0,22,50,60,104,142,158,415,62,82,133,118
leptidea_sinapisG00000006657,0,0,31,0,0,0,16,2,2,0,144,17,0,0,77,44,44,0
leptidea_sinapisG00000006654,70,192,0,0,1118,178,0,11,207,215,154,8064,126,332,679,649,109,236
leptidea_sinapisG00000006655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000012208,36,30,112,0,33,45,0,87,16,20,51,35,163,478,18,30,42,442
leptidea_sinapisG00000006658,0,0,0,0,0,2,0,0,0,4,15,18,5,0,0,3,0,4
leptidea_sinapisG00000006659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011831,22,19,5259,723,3,8,43,52,4,1,10,47,49,149,317,300,67,136
leptidea_sinapisG00000015529,89,52,20,0,58,59,0,15,20,16,63,131,33,65,59,30,19,18
leptidea_sinapisG00000002954,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
leptidea_sinapisG00000001401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
leptidea_sinapisG00000000964,143,75,37,22,63,50,8,147,34,33,229,638,292,164,248,285,503,294
leptidea_sinapisG00000008714,299,190,380,63,134,137,14,211,98,76,243,153,147,447,96,67,264,140
leptidea_sinapisG00000001407,169,121,297,70,222,160,21,181,78,85,599,714,1352,6156,1393,1744,1925,1252
leptidea_sinapisG00000009819,15,24,13,0,20,15,0,5,11,7,33,85,9,92,11,33,42,9
leptidea_sinapisG00000002899,1264,925,16340,1217,538,670,525,688,448,257,211,3206,512,2611,1137,1353,515,385
leptidea_sinapisG00000014954,1600,2730,8,0,8404,2562,0,160,2043,1914,573,19,21,669,12,34,50,18
leptidea_sinapisG00000014955,90,86,110,0,77,120,0,24,32,38,31,183,14,12,41,104,99,18
leptidea_sinapisG00000014952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
leptidea_sinapisG00000014953,135,106,219,54,206,78,4,80,82,73,122,696,352,1266,131,143,143,394
leptidea_sinapisG00000002328,26,13,0,12,5,9,0,0,9,0,22,27,19,46,14,14,11,19
leptidea_sinapisG00000002329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009811,164,102,341,165,229,141,28,167,65,57,248,801,1270,3201,1565,2019,1009,1632
leptidea_sinapisG00000009810,1223,1272,1450,205,4166,1429,64,601,2045,762,616,2328,3224,12975,3297,5316,2628,3266
leptidea_sinapisG00000002892,2,6,100,0,12,0,10,1,7,0,18,18,4,0,99,88,216,5
leptidea_sinapisG00000002893,54,53,21,0,191,16,6,26,21,15,28,514,11,59,15,23,25,13
leptidea_sinapisG00000009815,374,274,400,110,579,343,7,262,117,108,656,1555,1925,8591,3533,4611,996,2966
leptidea_sinapisG00000009814,14,8,2,0,13,21,0,5,7,6,9,26,12,0,6,14,9,2
leptidea_sinapisG00000014958,31,27,36,0,54,18,0,16,12,6,54,76,124,262,62,108,25,115
leptidea_sinapisG00000002897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002957,71,55,40,25,31,30,0,52,14,12,113,185,157,233,79,71,58,84
leptidea_sinapisG00000011046,4,1,0,0,2,0,0,2,0,0,0,3,5,16,3,2,0,0
leptidea_sinapisG00000015527,15,17,0,0,11,12,0,0,7,10,4,10,6,17,0,0,5,3
leptidea_sinapisG00000009298,4,2,0,0,5,0,0,0,3,0,10,0,0,0,49,14,12,0
leptidea_sinapisG00000012200,147,83,70,18,48,49,0,12,47,50,307,2880,18,158,10,10,8,0
leptidea_sinapisG00000012201,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2
leptidea_sinapisG00000012202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002956,5,1,18,0,6,0,19,0,0,0,14,0,0,0,171,12,61,0
leptidea_sinapisG00000006319,0,0,4,0,0,0,0,0,2,1,2,0,0,0,0,3,1,0
leptidea_sinapisG00000005475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
leptidea_sinapisG00000013720,6,6,0,0,0,6,0,11,0,2,4,15,0,0,0,3,13,0
leptidea_sinapisG00000007906,3,0,0,0,2,4,0,0,0,0,4,11,2,0,3,0,3,5
leptidea_sinapisG00000013721,4,0,29,0,18,19,0,2,12,4,4,2,5,0,10,3,47,3
leptidea_sinapisG00000011570,0,7,0,0,4,8,0,0,2,0,11,9,8,0,0,0,0,0
leptidea_sinapisG00000013722,5,0,0,0,9,2,0,0,3,0,52,14,0,0,27,37,2,2
leptidea_sinapisG00000013723,82,81,228,0,133,138,0,69,78,35,69,48,440,3328,1421,1327,479,979
leptidea_sinapisG00000012079,35,21,32,0,26,25,0,15,21,10,45,50,41,80,23,34,62,24
leptidea_sinapisG00000012078,483,355,457,146,429,150,86,219,133,109,432,683,990,2603,717,615,564,1002
leptidea_sinapisG00000012077,59,36,71,4,65,25,16,23,21,20,119,215,371,302,125,140,195,397
leptidea_sinapisG00000012076,1,0,25,0,0,0,0,0,0,0,4,2,0,0,29,8,26,0
leptidea_sinapisG00000012075,93,45,0,5,58,25,0,0,36,24,55,60,104,168,23,20,13,79
leptidea_sinapisG00000012074,85,69,178,27,95,29,17,101,30,24,202,266,318,623,166,102,90,362
leptidea_sinapisG00000012073,120,147,187,55,114,51,15,148,29,29,294,295,299,732,144,101,85,534
leptidea_sinapisG00000012072,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0
leptidea_sinapisG00000012071,76,58,94,44,85,51,0,47,17,11,73,103,347,299,71,73,145,273
leptidea_sinapisG00000012070,7,4,0,0,4,4,0,6,2,0,5,8,2,5,4,5,4,0
leptidea_sinapisG00000013946,0,0,0,0,0,1,0,3,0,0,0,0,44,82,0,0,1,12
leptidea_sinapisG00000013726,5,5,0,0,8,12,0,0,0,0,29,24,7,16,14,12,15,1
leptidea_sinapisG00000003059,63,51,37,18,43,14,0,35,16,19,63,108,104,71,56,33,43,154
leptidea_sinapisG00000003058,2,3,18,0,4,3,0,0,8,0,2,0,2,0,8,10,8,0
leptidea_sinapisG00000003057,163,111,140,125,170,138,5484,1658,138,90,8519,3568,596,2925,629,965,1491,348
leptidea_sinapisG00000003056,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003055,295,182,792,143,210,131,128,311,189,79,237,448,1027,1983,470,379,446,1037
leptidea_sinapisG00000003054,34,33,8,0,28,9,0,9,28,25,40,73,49,198,18,22,32,88
leptidea_sinapisG00000003053,4,5,0,0,15,5,3,0,1,0,0,9,89,114,12,0,4,101
leptidea_sinapisG00000003052,21,18,650,0,3,2,0,19,4,12,33,29181,0,16,15,24,0,0
leptidea_sinapisG00000003051,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,4,7
leptidea_sinapisG00000003050,83,76,11,0,92,102,0,47,25,34,1530,97,60,181,119,65,21,45
leptidea_sinapisG00000000029,122,70,135,0,73,35,0,34,34,8,88,170,128,484,147,57,87,180
leptidea_sinapisG00000000028,13,9,6,0,4,13,0,12,1,0,34,4,8,68,43,22,49,65
leptidea_sinapisG00000009745,282,214,174,30,465,138,75,151,131,116,285,728,511,1989,1140,1395,293,1015
leptidea_sinapisG00000000023,161,145,314,39,380,225,49,412,95,112,8937,1101,806,2700,354,302,540,583
leptidea_sinapisG00000000022,96,61,49,7,77,15,0,18,32,29,54,80,197,759,48,44,77,138
leptidea_sinapisG00000000021,13,5,0,0,0,6,0,0,0,7,7,13,16,0,3,3,16,10
leptidea_sinapisG00000000020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000027,31,17,241,0,24,0,3,0,46,0,164,0,0,0,825,228,636,0
leptidea_sinapisG00000000026,106,85,99,16,60,31,0,32,19,30,148,163,191,351,94,62,48,190
leptidea_sinapisG00000000025,11663,10016,26718,5457,10554,12940,13010,14050,10082,8498,22924,21922,35360,94664,11715,11208,14594,65483
leptidea_sinapisG00000000024,52,44,4,0,91,41,0,14,34,57,73,20,9,86,55,9,19,12
leptidea_sinapisG00000013947,956,959,208,77,2423,1521,7,117,1077,908,73,462,1629,6514,528,595,163,1479
leptidea_sinapisG00000001701,6,0,0,0,0,4,0,2,0,3,0,2,4,0,2,1,2,4
leptidea_sinapisG00000004494,8,2,0,0,6,0,0,5,0,2,2,4,2,0,9,0,9,0
leptidea_sinapisG00000004495,0,0,0,0,0,0,0,0,0,0,2,0,2,0,11,22,6,0
leptidea_sinapisG00000004492,18,22,199,40,40,7,18,66,8,6,44,193,59,59,64,103,69,57
leptidea_sinapisG00000004493,5,8,7,0,4,19,0,0,4,4,7,3,29,24,20,82,71,24
leptidea_sinapisG00000004490,125,95,48,0,155,84,11,30,81,43,43,102,286,575,407,264,169,379
leptidea_sinapisG00000004491,265,246,245,41,261,212,17,142,115,112,233,369,769,1118,194,325,2195,414
leptidea_sinapisG00000001875,0,4,0,6,6,0,0,2,0,0,5,3,7,0,0,3,0,0
leptidea_sinapisG00000004498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004499,2,5,0,0,0,0,0,4,5,0,4,15,0,13,6,0,4,7
leptidea_sinapisG00000007219,15,38,4,0,390,141,0,0,22,109,3,51,1,71,10,20,13,2
leptidea_sinapisG00000007218,0,6,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0
leptidea_sinapisG00000001702,14,7,7,0,8,0,0,4,0,0,5,8,14,54,3,0,0,3
leptidea_sinapisG00000001710,32,8,47,0,33,0,94,0,32,0,109,0,0,0,122,43,61,0
leptidea_sinapisG00000007211,15,14,0,0,15,34,0,13,0,15,55,82,14,11,13,13,23,15
leptidea_sinapisG00000001873,152,119,247,86,120,147,49,559,100,122,586,525,243,310,145,54,918,198
leptidea_sinapisG00000007213,117,106,70,0,80,63,0,116,1,29,97,175,56,152,61,110,36,38
leptidea_sinapisG00000007212,4,9,319,0,7,0,0,2,14,0,43,8,7,0,1449,556,1251,6
leptidea_sinapisG00000007215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007214,35,19,0,0,73,58,0,5,24,32,25,7,50,24,81,133,144,20
leptidea_sinapisG00000007217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001872,15,18,18,0,34,14,7,107,21,4,534,793,13,156,338,183,63,27
leptidea_sinapisG00000002300,0,0,0,0,0,0,0,0,2,0,7,13,13,59,13,20,15,9
leptidea_sinapisG00000001871,147,148,197,50,126,67,0,65,59,38,120,322,303,607,158,136,167,287
leptidea_sinapisG00000002301,120,105,0,0,136,130,0,0,46,112,8,14,0,0,11,6,47,92
leptidea_sinapisG00000001870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002302,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
leptidea_sinapisG00000013455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
leptidea_sinapisG00000011678,13210,12678,33200,6145,12221,20078,12360,18174,16241,12327,37506,36700,43798,108415,17697,14505,19620,84443
leptidea_sinapisG00000000790,15,24,0,0,3,11,0,0,2,0,6,0,0,0,2,0,0,0
leptidea_sinapisG00000000793,23,16,3,0,8,5,0,0,3,3,3,8,0,30,0,0,1,0
leptidea_sinapisG00000002303,4,2,0,0,0,13,0,3,0,0,6,6,9,0,0,0,2,0
leptidea_sinapisG00000000971,36,22,9,29,12,7,0,18,7,0,30,16,36,226,13,21,11,46
leptidea_sinapisG00000000794,158,145,489,101,88,75,30,212,86,89,45,139,368,756,38,63,65,384
leptidea_sinapisG00000000973,285686,396458,328,40193,503441,578908,1652,95291,499281,429012,272,46,17,0,15,39,13,33
leptidea_sinapisG00000000651,0,4,3,14,113,10,16,522,16,25,17388,14578,23,86,81,121,505,25
leptidea_sinapisG00000011670,68,56,112,22,41,32,13,74,696,19,1946,1799,2102,6414,983,125,933,3170
leptidea_sinapisG00000002304,0,0,0,0,0,0,0,3,0,0,0,17,129,3013,9,301,916,599
leptidea_sinapisG00000011672,17,5,4,0,10,6,0,4,0,3,24,31,12,28,14,8,24,10
leptidea_sinapisG00000011673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
leptidea_sinapisG00000011674,14385,13234,8689,1262,15303,7979,549,1376,8865,11117,4122,4826,7761,5187,2202,1888,4980,2590
leptidea_sinapisG00000011675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011676,296,266,716,218,199,361,190,898,234,221,4718,1090,1617,3242,976,1731,6950,1560
leptidea_sinapisG00000011677,15,24,29,0,28,39,0,0,9,27,20,16,36,116,49,85,66,29
leptidea_sinapisG00000000877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002306,19,13,19,0,8,13,0,0,3,2,24,9,30,106,4,8,11,16
leptidea_sinapisG00000000654,0,0,0,0,3,0,0,0,0,0,0,0,2,0,6,0,4,0
leptidea_sinapisG00000002307,0,0,38,0,2,0,0,7,0,0,21,21,760,1878,1116,1802,923,1293
leptidea_sinapisG00000000655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011909,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0
leptidea_sinapisG00000000656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
leptidea_sinapisG00000008608,23,29,349,108,49,40,19,103,18,17,216,308,547,1013,593,764,759,1032
leptidea_sinapisG00000000657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001774,63,66,34,8,80,17,11,11,13,8,65,87,139,359,40,42,37,37
leptidea_sinapisG00000001775,221,159,91,64,305,76,0,64,82,121,38,130,169,418,74,26,46,211
leptidea_sinapisG00000001776,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,5,2,0
leptidea_sinapisG00000001777,180,109,71,0,95,32,0,8,29,20,84,240,202,303,45,47,50,230
leptidea_sinapisG00000001770,10,9,0,0,11,5,0,3,14,24,0,10,0,0,6,9,6,15
leptidea_sinapisG00000001771,68,55,40,0,56,37,0,41,15,25,69,110,145,375,75,37,66,171
leptidea_sinapisG00000001772,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,3,12,0
leptidea_sinapisG00000001773,354,179,314,112,106,82,151,1152,186,162,2855,23818,222,1279,470,428,141,156
leptidea_sinapisG00000012419,104,63,336,42,102,40,17,111,42,33,202,393,272,585,250,207,294,718
leptidea_sinapisG00000001778,6,6,0,0,8,8,0,6,0,1,12,20,32,27,10,2,20,17
leptidea_sinapisG00000001779,2,11,52,0,23,11,0,15,18,5,0,27,153,380,27,30,61,131
leptidea_sinapisG00000007416,0,0,48,73,6,0,20,4533,1,0,2632,2437,86,213,49,153,65,81
leptidea_sinapisG00000011494,9,4,0,0,4,9,0,0,0,0,12,13,10,91,6,33,10,0
leptidea_sinapisG00000011495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011496,48,26,103,53,41,0,7,97,24,12,72,125,72,296,70,49,14,122
leptidea_sinapisG00000011497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011490,53,46,22,0,16,6,0,20,2,6,26,38,76,131,27,14,14,109
leptidea_sinapisG00000011491,15,10,33,0,20,4,0,0,2,4,18,153,15,27,20,18,7,7
leptidea_sinapisG00000011492,39,29,0,25,65,45,0,48,12,11,80,99,44,104,78,66,108,47
leptidea_sinapisG00000011493,4,0,0,0,0,0,0,0,6,0,8,7,4,0,8,0,5,0
leptidea_sinapisG00000002638,1466,816,5386,543,663,853,975,2589,835,459,3094,2249,4579,13548,2635,2214,4443,6598
leptidea_sinapisG00000011498,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,8,62,0
leptidea_sinapisG00000011499,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
leptidea_sinapisG00000008452,5,5,12,4,2,4,0,4,2,3,67,11,9,109,47,53,11,0
leptidea_sinapisG00000014793,1,3,0,0,2,0,0,0,0,0,2,5,5,35,3,0,6,4
leptidea_sinapisG00000010089,14,23,3,0,31,20,0,14,0,7,110,103,64,391,55,97,149,41
leptidea_sinapisG00000009346,32,19,7,0,29,18,0,9,9,7,22,39,32,61,37,28,14,11
leptidea_sinapisG00000002639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001510,6,5,0,0,0,5,0,3,0,0,5,8,18,0,15,7,10,7
leptidea_sinapisG00000001511,0,0,0,0,0,4,0,0,11,6,3,0,4,0,0,0,0,0
leptidea_sinapisG00000001512,12,6,105,23,20,21,2,12,4,3,77,119,148,428,284,251,205,165
leptidea_sinapisG00000001513,14,29,0,0,46,15,0,49,65,59,371,97123,83,429,17,9,10,12
